Timestamp	Store Walk Date	Store Location	Month/Year	Store + Month	Parking Lot Cleanliness #	Yard/Landscaping	Electronic Sign	Outdoor Merchandising	Safety	Curb Appeal Notes	Entry - First Look	Checkout Area	Helpful Hub	Paint Desk/Paint Mixing Areas	Floors	Bathrooms	Store Cleanliness Notes	Old Pegs/Price Tags	Excessive Outs	Location/Peg Hook Maintenance	Back Stock Pulled	Base Deck Clean	Endcap Headers Displayed	Area(s) Needing Attention	Shelf Maintenance Notes	Clean and Organized	Fire Lanes Clear	Order Rec/Stocked 24hrs	Cardboard/Trash Removed	Backroom/Warehouse Notes	Aisles Clear of Totes/Ladders	No Safety Violations	Safety Notes	Final Notes	Curb Appeal Photos	Store Cleanliness Photos	Shelf Maintenance Photos	Backroom/Warehouse Photos	Safety Photos	Additional Photos	Store Walk Date	Email Address	Notes	Year + Store
2/20/2023 11:24:34	2/20/2023	Ridgeway	2 2023	Ridgeway 2 2023	3	5	5	4	5	Store looks good from the road. Pricing and pallet goods  need updating and need to be rotated when new stock comes in, but everything else looks good.	5	5	4	3	4	2	Entry looks great, clean, inviting, and relevant. Checkout the same, along with the power aisle. Paint desk looks good but the floor around the mixer is a mess. Helpful bug is good but a little cluttered. Bathrooms are bad. Looks like they haven’t been cleaned since the last time I was here. Get this fixed.	4	3	3	4	4	5	Deadwood on every aisle; flags and fishing tackle.	Scanning outs every week has definitely helped with your shelf maintenance but you have thousands of dead peg hooks that need to be pulled now and those sections reset one by one. Start in Lawn and Garden once it’s finished move to paint, then housewares, and finally plumbing and hardware. Electrical looks much better now that is been reset and all the dead hooks removed.	 3	5	5	5	Continues to be a warehouse and not a junk-house which is acceptable. Keep working towards the goal minimizing what we have in the warehouse. Try to move as much of the backstock that we keep here to the shelf (where all the empty pegs are perhaps?)	5	5	Great work. Keep it up.	I feel like we’ve turned the corner. Keep working on the fundamentals of merchandising and customer service and the sales will come. Good job guys!							2/20/2023	nwace.regional@gmail.com		2023 Ridgeway
2/22/2023 12:25:47	2/22/2023	Blacksburg	2 2023	Blacksburg 2 2023	5	5	5	5	5	Look great!	4	4	5	5	5	5	The front of the store is getting tight. Let’s take a customers perspective on merchandising.  With the registers, everything is fine for customers but some organization could help on the staff side.	5	5	5	5	5	5	Crushing it. Keep it up!		4	5	5	5	Let’s start getting upstairs in shape. Let’s get shelving to merchandise paint so we can easily see what’s up there. It will help with restocking and ordering.	 5	5		Overall looking great. Let’s go ahead and get mulch in and figure out how all of the outdoor merchandising will go.							 2/22/2023	nwace.chrisadams@gmail.com		2023 Blacksburg
2/23/2023 15:30:38	2/23/2023	Clifton	2 2023	Clifton 2 2023	5	5	5	4	5	I recommend updating the plumbing room window. Clean up a couple busted bags of sand but other than that it’s looking good.	 4	5	4	3	4	3	Kept the bathroom score the same with the plumbing repairs ongoing. To prevent a messy paint desk maybe we utilize the break room for rain checks and online sales.	 4	4	4	4	5	5		Keep grinding.	 3	4	5	5	Definitely looking better.	 5	5		I feel like we are in good position heading into Spring. Your shelves are more full than when I started and the store has a great feel. Let’s keep grinding and make this the best year yet!							2/23/2023	nwace.chrisadams@gmail.com		2023 Clifton
2/27/2023 13:24:53	2/27/2023	Brambleton	2 2023	Brambleton 2 2023	5	5	4	4	5		5	5	5	4	4	4	Men’s room floor could use a cleaning. Sweeping throughout the store.	 5	5	5	4	5	5		Looking good! Keep shooting outs and making each section better.	 5	5	5	5	Looks good. Keep pulling stuff down and getting it out.	 5	5		The store is looking really good and feel like we are in a good position for the spring. Keep up the good work!							2/27/2023	nwace.chrisadams@gmail.com		2023 Brambleton
2/27/2023 17:10:07	2/27/2023	Salem	2 2023	Salem 2 2023	5	5	4	4	5	Let’s start rolling out some rental equipment with pricing for spring.	 5	5	3	4	5	4	Let’s clearance the safety glasses at the hub. Bathroom floors look rough. Need to clean in between the cleaning lady if they get bad.	 5	3	5	5	5	5	Light bulbs, sandpaper sections, hand tools and bits.	 We need a shooting outs schedule and it needs to be a consistant  process. It gets easier the more you do.	 3	5	5	5		5	5	Good job.	 My biggest concern is shooting outs. I know staffing has been tricky lately but keep a gun on you and keep getting after it.							 2/27/2023	nwace.chrisadams@gmail.com		2023 Salem
2/27/2023 18:32:17	2/27/2023	Winston Salem	2 2023	Winston Salem 2 2023	5	4	3	3	4	Working on garden center	4	4	4	4	3	3	Bathrooms need cleaning.	4	1	3	3	3	2	Aisle 29,14,8,26,28,25,20	Location maintenance needed on aisle 8,7,25	3	4	3	5	Stihl and scotts still not finished putting away	3	3	Aisle 7,6,5,4, have boxes in the floor	Needs a lot of progress in a short amount of time. 1400 plus outs. Truck day							2/27/2023	Nwncregionaltc@gmail.com		2023 Winston Salem
3/3/2023 9:26:25	3/3/2023	Ridgeway	3 2023	Ridgeway 3 2023	5	4	5	4	5	Need to fix Amish,  cleanup busted bags	5	4	4	4	5	5	Boxes in floor at paint hub	3	4	4	4	3	4	Old tags aisle 28,27,5,12,13,14,15	Base decks on aisle 10,11 need attention.	 3	4	4	4	Boxes and cart in fire lane	3	3	Totes in aisle 26,25	Store looks good , Power  aisle clean							3/3/2023	Nwncregionaltc@gmail.com		2023 Ridgeway
3/3/2023 11:53:28	3/3/2023	Walkertown	3 2023	Walkertown 3 2023	4	5	5	4	4		4	3	4	4	4	4		3	4	4	4	4	2	Aisle 19	Need to transition into promo endcaps	4	4	5	5	Partial block on fire lane	4	4	Boxes in aisles	Store looks good , can't wait to make changes							3/3/2023	Nwncregionaltc@gmail.com		2023 Walkertown
3/8/2023 11:54:33	3/8/2023	Christiansburg	3 2023	Christiansburg 3 2023	4	4	5	3	5	Store looks good. Good curb appeal. Amish looks bad and we need pricing on the soils. Let’s put some more grass seed on the hill behind the store now that it’s a little warmer. Sign looks good.	 4	4	5	4	5	5	Impulse looks better but still needs some finesse. I like the open area in front of Stihl but maybe we could use this space for some of the goods on the power aisle instead? Good work on cleanliness	 3	3	3	4	5	5	Outs, claims, and old pegs	We have to be more diligent on claims and outs. In stock percentage lowest in the region. Old pegs needs to be pulled and double tags addressed as well.	 2	4	4	3	Need to see this improved on by next evaluation. Don’t let this slide	4	5	Keep it up	Shoot outs and let’s get the traffic up.							3/8/2023	nwace.regional@gmail.com		2023 Christiansburg
3/9/2023 10:22:29	3/9/2023	Hollins	3 2023	Hollins 3 2023	4	4	5	4	5	Lot is cleaner but sidewalk has shrink wrap and trash where we moved pallets. Slides look good, but I wish the sign wasn’t all screwy on the Roanoke side. Amish looks rough (tables blown over, grass grown up around it). The yard sunflowers in the ground look like someone ran over them with a car? Fix or throw away.	 5	4	4	4	3	4	Entry looks good as well as impulse. Registers need candy ordered. Paint desk/ hub is a little clustered. Bathrooms are mostly clean but the touch surfaces (walls near grab bars) need a little wiping down. Floors, especially around the entry look pretty rough. I would recommend getting a floor machine from Blackstone.	5	3	4	4	5	3			4	4	5	5	Back room is full, but mostly organized. Fire lane has carts in the way.	5	5		Overall store looks good. Keep working on the process and trust it.							 3/9/2023	nwace.regional@gmail.com		2023 Hollins
3/9/2023 14:22:42	3/9/2023	Vinton	3 2023	Vinton 3 2023	4	5	5	4	5	Front of the store look good. Out back and yard are good as well, but side lot needs some attention. Pile the Amish furniture high and deep in the yard to kick off the season.	5	5	4	4	5	4	Entry and Impulse look awesome. Love all the moves you’re making. Fantastic use of the available space. Bathroom toilet flange is still broken and the door is still sticking. These were both approved repairs last year so let’s try and get this done.	4	2	4	4	5	5	Outs.	 Far too many outs in the store from not utilizing the PiP process correctly. Try to locate product as you move it as well.s	4	5	5	5	Warehouse looks good, carport is super full, but at least organized.	 5	5	Great work								3/9/2023	nwace.regional@gmail.com		2023 Vinton
3/10/2023 11:47:03	3/10/2023	Blackstone	3 2023	Blackstone 3 2023	5	5	5	4	5	Outside looks great. Keep it up guys!	5	5	5	5	5	5	Store looks awesome. Great cross merchandising in the floor. Entry and checkout looks great. Drink machine is full, candy, everything screams we are ready for business. Bathrooms are clean and floors looks awesome.	 4	4	4	5	5	5		Great overall shelf maintenance. Continue to use the PIP process and work to increase your in-stock reliability accuracy. Have a few pegs that need to be pulled but not many.	 5	5	5	5	Awesome work guys.	5	5	Keep it up.	Great work guys. Store looks awesome and your hard work and dedication continues to impress. Keep it up!!							3/10/2023	nwace.regional@gmail.com		2023 Blackstone
3/17/2023 16:28:43	3/17/2023	Winston Salem	3 2023	Winston Salem 3 2023	5	5	5	5	5	Amish in and front looks great, plants arrived looks great.	5	5	4	4	4	3	Bathrooms need mopping.	4	1	4	4	3	3	1360 OUTS	"Aisle 23, and 24 best in the store , the rest of the staff needs follow Debbie W example
"	4	4	4	5	Stihl area needs attention	 4	4	Trash cans in aisle,  buckets in aisle	Store outs need to be addressed,  excessive outs after 2nd truck put away. Not ordering enough stock.							3/17/2023	Nwncregionaltc@gmail.com		2023 Winston Salem
3/21/2023 11:48:17	3/21/2023	Morganton	3 2023	Morganton 3 2023	2	5	5	3	4	Pallets of product and inventory from the back cluttering the parking lot. Hopefully will be done in back this week.	4	5	4	4	5	5	Plants inside front door to right blocking view of grill area. Will change after a couple of days with warmer weather and plants outside.	3	2	3	4	4	5	Grill area needs to be cleaned up, Scott working on that area.	680 outs , improvement since last walk, still need to decrease outs.	4	4	4	4	Receiving day, but a lot more organized.	3	4	Tote in aisle 20,oil dry in aisle 8	Store is making progress.							3/21/2023	Nwncregionaltc@gmail.com		2023 Morganton
3/21/2023 14:53:09	3/21/2023	Hickory	3 2023	Hickory 3 2023	5	5	5	5	4	Loose straw around trailer.	5	5	5	5	5	5	Looks great!	4	3	4	5	5	4	Shooting outs. Did not finalize PIP	570 outs	5	5	5	5	Looks great!	5	4	One box in aisle	Store looks great!							3/21/2023	Nwncregionaltc@gmail.com		2023 Hickory
3/22/2023 9:14:22	3/22/2023	Salem	3 2023	Salem 3 2023	4	5	4	4	5	The new plant area looks awesome. Slap some pricing on the furniture and I think you’re set out front for now.	 5	3	5	4	4	5	Looking strong up front. I would like to see “Glenda’s office” to be contained to a folder, or just not in customers sight lines.	 3	3	4	4	4	5	Aisle 20. Old Danco tags and base deck. May need a reset in stems and faucet repair.	 “Real hardware” needs the most work. It’s going to be hard. Putting in the time and effort is the only real solution.	 4	5	5	5	If you get Christmas and shelving hardware out of here, it’s about the best you can hope for in this room.	 4	5									3/22/2023	nwace.chrisadams@gmail.com		2023 Salem
3/31/2023 11:11:56	3/31/2023	Brambleton	3 2023	Brambleton 3 2023	5	5	4	4	4	Plants and the bunker look great. You have some empty pallets, loose pea pebbles near the front that could be a trip hazard. I would see about updating the sign to more grass seed/Scott’s/live plants.	 5	3	5	4	4	4	Looks good up front, the grills could use a dusting though. Floors need to be swept. The impulse area needs an overhaul. May be hard to knock out in the busy season though.	 5	4	5	4	5	5		Looks good. I’ll circle back and count outs again when it’s not a truck day.	 4	5	5	5		5	4	The only safety concerns I see are outside.	 Overall it looks like we are ready for Spring. Good work team!							3/31/2023	nwace.chrisadams@gmail.com		2023 Brambleton
4/3/2023 10:18:48	3/31/2023	Clifton	3 2023	Clifton 3 2023	5	5	5	4	4	I would put an over abundance of plant pricing signs out. Also have a couple empty pallets that could be a trip hazard.	 5	5	5	3	4	4	I think we should work to get the break room/storage set up as a rain check holding area and in turn it would help clean up the paint desk.	 5	4	4	4	5	5		Good progress guys	3	4	4	5		3	4	It is especially important to clear the aisle with the recent accident.	 Store looks awesome and should set us up for a big April.							 3/31/2023	nwace.chrisadams@gmail.com		2023 Clifton
4/3/2023 10:38:42	3/31/2023	Blacksburg	3 2023	Blacksburg 3 2023	5	5	5	5	5	The Amish and soils look very strong.	 4	4	5	5	5	5	It’s still tight up front but y’all are making it work. Taking out the Online pickup cabinet should allow you to put more cool stuff behind the registers.	 5	5	5	4	5	5		Everything is looking really good. I would just make sure stuff in backstock is being looked over. I pulled a variety of items from memory after clicking outs. Keep grinding on the Backstock program and be a leader in that process for the company.	 5	5	5	5	Good job getting the paint squared away upstairs.	 5	5		We are ready. Hoping to see an uptick in sales after the grand opening.							 3/31/2023	nwace.chrisadams@gmail.com		2023 Blacksburg
4/3/2023 11:03:07	4/3/2023	Christiansburg	4 2023	Christiansburg 4 2023	2	4	5	4	4	Front of the lot looks great, but the side lot, side overhang, back lot, and around the small trailer all look bad and need some attention. Need signs on the Amish that ar visible from the road. Amish display looks good otherwise.	 4	3	5	4	3	4	Entry looks good. Too tight when coming in the door, impulse has to be moved and panel added. Third time I’ve asked this to be done in the last 5 weeks. Hub and bathrooms are good. Floors desperately need to be addressed	4	4	3	4	5	5		Need to put locations on items when a tag is created for them. Several items scanned with location NEW. Still too many outs. Endcaps look great and are ready for stock.	1	3	4	4	Warehouse is very full and several items need to be moved to the floor. Restocking Ego and miracle gro will be difficult. Seems really hard to get your orders in with the warehouse in such disarray. Fire lanes need to stay clear at all times.	5	5	Good work	Store has a few areas of opportunity that we can do better. Namely parking lot, impulse, shelf maintenance, and warehouse. We are doing a lot of things well but we have to concentrate on these areas this month before it gets out of control.							4/3/2023	nwace.regional@gmail.com		2023 Christiansburg
4/7/2023 14:23:06	4/7/2023	Blackstone	4 2023	Blackstone 4 2023	5	5	5	5	5	Outside looks great. Plants look awesome. Love the soils.	5	5	5	4	4	5	Store looks amazing. You have some dusty cans on the paint desk area and some broken floor tiles in the bolt aisle but that’s nit-picking.	5	5	5	5	5	4		Wonderful! Keep up the great wirk	5	5	5	5	Awesome. Great work getting the truck up	 5	5	Awesome	 Your store is looking and performing fantastically. Keep up the hard work.							4/7/2023	nwace.regional@gmail.com		2023 Blackstone
4/11/2023 13:13:40	4/11/2023	Hollins	4 2023	Hollins 4 2023	4	5	5	4	4	Store looks good from the road and Amish looks stunning. Trash can out front is overflowing. Pallets are leaning up against mulch which is an OSHA violation. I don’t think the simple price stickers on the bird baths will hold up to the outside elements but that’s not a huge deal. Your out back is as good as it can be given the circumstances.	5	4	3	4	4	4	Store entry looks good. Checkout and impulse looks good and full but we could use some more candy. Paint mixing side of the desk looks great and ready for business. The other side of the hub is pretty messy and would be difficult to cut a transponder mill cut key. Floors still need some love. Bathroom walls and sink need to be wiped down but otherwise pretty clean.	3	4	4	4	3	2		Keep working on closeout and dead tags; Keep an eye on base deck.  You all need to try and get your endcaps cleared off enough to put up the red hot buys that Esther sends out.	 4	5	4	5	Huge improvement over last week.  Warehouse looks great!  Awesome work guys!	 5	5	Keep it up.	 Store looks and feels really good.  Huge progress made in the last week that frankly is just stunning to me.  Keep working on Mango and outs in PIP.  Keep it up!							 4/11/2023	nwace.regional@gmail.com		2023 Hollins
4/12/2023 16:40:17	4/12/2023	Vinton	4 2023	Vinton 4 2023	4	5	4	5	5	Make sure all dead plants make it to the dumpster. Slides should be no longer than 5 seconds on the sign. Side lot needs some love. Everything else looks good.	 5	5	4	3	4	4	Entry looks awesome. Need some more grills assembled and on the floor to fill out the space. Love the impulse. Paint desk is a mess. Bathrooms floors need some love.	 4	4	5	4	5	4	Dog food! Back Stock Lawn and Garden; Grills	Keep Shooting Outs and Mango as much as possible	 4	5	5	4	warehouse is good but we need some work on the car port and pulling stock inside.	5	5	Great Work	 Store looks great and your staff is engaged and energized.  I love the way it feels in here.  Keep rolling on mango and shooting outs as well as finishing clearing off the carport.							 4/12/2023	nwace.regional@gmail.com		2023 Vinton
4/13/2023 11:21:59	4/13/2023	Ridgeway	4 2023	Ridgeway 4 2023	4	5	4	4	5	Outside looks great. Amish needs to be set back once the gravel pad is smoothed out. Remember to put pool water testing on your sign.	 5	5	4	4	4	4	Love the entry of your store! Looks awesome and well merchandised and clean. Paint desk looks good. Bathrooms are clean and stocked. Very little to complain about.	3	3	4	4	3	5	Dead pegs.	 Lots of dead pegs and bare spots in your store where close outs have been pulled and we haven’t remerchandised. Beware not to fall behind on price changes and ICM as well. Keep rolling on outs but take one of those days to instead concentrate on Mango.	 3	4	4	5	Backroom is a little messy but it’s at least very functional and has very little backstock in it. Orders getting up in 24 hours with the size they have been is difficult	 5	5	Keep it up	Store looks awesome. Keep it up man. Very proud of your progress.							 4/13/2023	nwace.regional@gmail.com		2023 Ridgeway
4/14/2023 11:51:09	4/14/2023	Morganton	4 2023	Morganton 4 2023	1	5	5	3	3	Still have pallets out front because of dealing with back lot. Plants and soil merchandising look great. Straw piled up around trailer.	3	5	5	5	5	5	Stihl pallets still sitting as you come in front door.	4	4	4	4	4	2	Stihl, have them pricing today.	Just received end caps signs.	3	3	4	4	Truck day , pallets in receiving	3	3	Stove pipe in the floor, tote in the floor.	Overall , outs are down and shelf maintenance is better. We need to improve on first look and grill area. Need grills assembled.							 4/14/2023	Nwncregionaltc@gmail.com		2023 Morganton
4/21/2023 18:13:33	4/21/2023	Winston Salem	4 2023	Winston Salem 4 2023	5	5	5	5	5	Front and plants look great.	5	5	4	4	4	4	Looks good.	3	3	3	3	3	2	Bird seed, left wall, aisle 5, aisle 7, aisle 25	Need to reset endcaps.	4	5	3	5	Work in progress.	3	3	Need to clean up aisles with boxes in the floor.	Need to work on backstock and getting thing out of floor in q line.							4/21/2023	Nwncregionaltc@gmail.com		2023 Winston Salem
4/24/2023 12:45:58	4/24/2023	Clifton	4 2023	Clifton 4 2023	5	5	4	4	4	Empty pallets are trip hazards so get those put away. Plants and furniture look good. Still have chicks on your sign that you need to update.	 5	4	4	4	4	4	 Stock around the key machine needs to go out. Customer product holding area is in rough shape. Front of the store looks great. Colorful and organized.	 4	4	4	4	5	5	Paint. Too many outs in accessories and gallons.	 Plumbing and electrical look awesome. Tools and paint need to be the next areas of focus.	 3	4	5	4	Stihl looks more organized than I’ve ever seen it. Until we get the dumpster it’s going to continue to be a mess but it looks like you guys are keeping the product moving.	 5	5	Good job!	Awesome job this year! There’s always room for improvement but you guys are killing it. Stihl sales are phenomenal, shelf maintenance is going in the right direction and the store looks great.							 4/24/2023	nwace.chrisadams@gmail.com		2023 Clifton
4/24/2023 14:06:42	4/24/2023	Walkertown	4 2023	Walkertown 4 2023	5	4	5	5	5	No electronic sign	 4	4	5	4	4	4	Boxes in front of paint counter	4	4	4	4	4	3	Still have some yellow bin labels	No sign holders for end cap signs	4	4	5	5	Nice and clean	4	4	Conduit in floor	Store looks good.							4/24/2023	Nwncregionaltc@gmail.com		2023 Walkertown
4/25/2023 14:24:54	4/25/2023	Hickory	4 2023	Hickory 4 2023	5	4	5	4	4	Front looks great!	5	5	4	4	4	4	Floors need buffing	5	4	4	5	5	2	End caps	Store looks great	4	4	5	5	Need to get pallets stocked in the warehouse.	5	5	No safety concerns	 Store looks great , plants and front looks stocked and inviting.							 4/25/2023	Nwncregionaltc@gmail.com		2023 Hickory
4/26/2023 14:59:28	4/26/2023	Salem	4 2023	Salem 4 2023	5	5	5	4	5	Again, the plant display is awesome. Besides a couple weeds along the curb it’s looking stellar out front.	 5	4	5	3	5	5	Paint is looking rough again. Do we need 48 rolls of price labels out in the open? I think an hour spent over there would have it cleared up.	 4	4	5	3	5	5	Drill bits. Fertilizer back stock. BGE charcoal. Finish up the empty pegs in lightbulbs.	 Plumbing, electrical and hardware are looking great. We need to check L&G everyday to capture as many sales as we can during the selling season.	 3	5	5	5	Let’s keep rolling it out on the floor. Maybe let John get some time in back there, he did a bang up job last month.	 5	5	Good job								4/26/2023	nwace.chrisadams@gmail.com		2023 Salem
4/27/2023 10:13:03	4/27/2023	Blacksburg	4 2023	Blacksburg 4 2023	5	4	5	4	5	Looking good but we could use some pricing throughout:soils, Amish, mulch, spinners and trees. We should also kill weeds all over and add some mulch/rock/grass seed around the sign.	 5	4	5	4	5	5	Paint area could use some TLC. Getting the cabinet out behind the register would clear some of the yeti stacks and allow the front to breathe a little more.	 5	5	5	4	5	5		Looks awesome guys. Keep grinding on the Mango Backstock.	 4	5	5	5	Looking strong	5	5	Good job	Store looks great.  I'm nit-picking a bit but you guys tipically jump right on these tasks  and won't get dinged for them next month.							4/27/2023	nwace.chrisadams@gmail.com		2023 Blacksburg
4/28/2023 10:44:53	4/28/2023	Brambleton	4 2023	Brambleton 4 2023	5	5	4	4	4	Overall in pretty good shape. The bunker is a little bare, Amish furniture needs pricing and empty pallets need to be removed, especially in the plant area. The front porch needs to blown off more frequently as well.	 5	4	5	5	4	4	Your grill section is strong. Great feel when you walk in. The impulse area needs some TLC.	 5	5	5	4	5	5	Outs in paint. Outs in rubs and sauces.	 Great job finishing Mango and keeping up with most of your shelf maintenance. Impulse needs to be the next reset project.	 4	5	5	5	Getting better	5	5	Good job	Great job this month!							4/28/2023	nwace.chrisadams@gmail.com		2023 Brambleton
5/9/2023 13:49:42	5/9/2023	Christiansburg	5 2023	Christiansburg 5 2023	4	4	4	5	5	Lot looks great but still need some maintenance in the propane tank side; check in the grass seed that was planted and do your best to allow it to take hold. Plants and Amish look great.	5	5	4	4	5	4	Store looks incredible. Great job. Checkout to floors everything looks amazing.	 4	3	4	3	4	5	stihl; power too accessories; grilling	Much improved; less outs and price tags are updated. Keep it up!	1	5	3	4	Warehouse still needs a lot of work. It is improved over last month and stock seems to be making its way to the floor faster but we have to make a bigger effort to get it squared away because inventory sitting in the back isn’t productive.	5	5		Huge improvement over last month. Your hard work and efforts are truly showing in the way your store looks and feels, plus your in stock percentage continues to rise. Keep it up and focus on Mango and sales.							 5/9/2023	nwace.regional@gmail.com		2023 Christiansburg
5/10/2023 10:49:01	5/10/2023	Vinton	5 2023	Vinton 5 2023	5	3	4	4	5	Parking lot is pretty clean but we need to remember to empty the trash can out front everyday. Pallet of Black Kow manure looks unsellable. Digital sign needs to have Mothers Day hanging baskets on it. Side lot is much better than last month.	 5	4	3	3	5	4	First entry looks awesome. Checkout register three isn’t usable and impulse has quite a few holes. Paint desk has Dreamfarms on it instead of the display (display explains what the product is and should be used otherwise product isn’t going to sell). Hub is a wreck. Bathrooms and Floors look good but bathroom has welding debris that needs to be swept up.	 4	5	5	5	4	1		Great in stock! Dedication to ordering and processes are showing some big improvements while your inventory is being right sized by both you and the mango. Need to get the endcap headers set before the first weekend.	 4	5	5	5	Fantastic work.	 5	5	Great job	Needs a few things touched throughout but generally looking great. Obvious to me why you’re seeing a sales increase so far this month. Keep it up!							5/10/2023	nwace.regional@gmail.com		
5/11/2023 14:49:21	5/11/2023	Blackstone	5 2023	Blackstone 5 2023	5	5	4	5	5	Store and Lot look amazing. Sign needs to have sale items and time sensitive information on it more than anything else.	 5	5	5	5	5	5	Entry looks fantastic. Hub, GunCounter, and Paint desk all are great. Dickies display looks great. Floors still need the broken tile replaced next time the guys come out.	 5	4	4	5	5	5		Clicked 400 outs which is just barely on the medium side of the scale.	 5	5	5	5	Amazing. Great job!	5	5	Even working your orders the aisle is clear of totes. Good work.	Store continues to impress. Great in stock percentage and wonderful presentation. Work on trying to get the inventory right sized but otherwise great work. Keep it up!							 5/11/2023	nwace.regional@gmail.com		
5/12/2023 11:03:07	5/12/2023	Ridgeway	5 2023	Ridgeway 5 2023	3	5	5	5	4	The side of the building facing the street is very messy and dingy. Broken pallets and trash plus busted bags all need to find their way to the dumpster. 0 pricing on bagged goods in the lot.	 5	5	4	4	4	4	Store looks great. Be sure to notate on the sheet when we clean the bathrooms but they look presentable mostly.	 2	4	4	4	5	5	Plumbing; electrical	Lots of old tags in plumbing(water heater elements). Front of the store and Stihl looks awesome but several sections (housewares, electrical, and paint) need to be fronted and have backstock pulled.	 3	5	4	4	Warehouse is looking a little disorganized and could use some more attention before it becomes a major issue. Lots of trash that needs to be thrown away and boxes that need to be broken down.	 5	5	Good work.	Overall store looks good but lots of bare pegboard towards the back of the store and too many empty pegs for my liking. Front Stihl, Yeti, and Fishing all look great and are a big improvement. Keep working towards your goals and emphasize sales over projects right now. Training also if you have down time.							5/12/2023	nwace.regional@gmail.com		
5/15/2023 15:44:30	5/15/2023	Walkertown	5 2023	Walkertown 5 2023	5	5	5	5	5	No electronic sign	3	4	4	4	4	4	Cart in front of impulse	3	4	4	4	4	3	Aisle 9 and 10	Water hose and accessories need to add skus to much missing for this time of year.	5	5	5	5	Excellent shape	5	5	No safety violations	 Store in great shape overall.							 5/15/2023	Nwncregionaltc@gmail.com		
5/18/2023 13:21:47	5/18/2023	Hollins	5 2023	Hollins 5 2023	2	4	5	4	5	Parking lot is a mess, both in front of the lot and in the back. Trash against the sidewalk, cigarette butts, weeds, as wells as leaves and mess. The back of the store lot is a disaster. Can’t even get into the Pod. Pallets everywhere. 5 old grills outside. Lots of trash behind the building. Everything else is fine.	3	4	3	4	3	4	Entry looks good but we’re missing what looks like 5 grills. The paint area has old spilled paint on the floor and looks like dried paint under the mixing area. The other side of the desk, what I call the hub is filled with products. Checkout looks good and all three registers a ready for business. Bathrooms are in need of some attention. The men’s room had poop literally on the seat and grab bars (I cleaned that off because yuck) but the walls need to be wiped down around the touch surfaces.	5	3	3	2	5	2	Housewares; mops and brooms; stihl	No pricing issues found. Gaping holes in the new mop and broom set where no locations were added when price tags were made. Stihl had 26 items missing including units and Kombi (not counting accessories) but thankfully most were in the back stock. Only one endcap display built. We have to eliminate these permanent endcaps to better increase our add on and promo sales.	 3	5	5	3	Warehouse is very messy. Forklift was outside when I arrived this morning because there was no room in the warehouse for it. Good news is once all the backstock is pulled the warehouse will have much more room.	 5	5	No safety issues	 We have some work to do here. Outside and inside both have some issues that need to be corrected.							  5/18/2023	nwace.regional@gmail.com		
5/22/2023 16:10:37	5/22/2023	Winston Salem	5 2023	Winston Salem 5 2023	5	5	5	5	5	Front looks great!	4	4	4	4	3	4	Store entry needs a little work on ooni.	3	2	4	3	3	3	End caps	Need to remove x labels, work on old price labels. Work on items that have duplicate tags.	4	5	4	5	Shop needs to be more organized.	 3	3	Grill in aisle 2, merchandise on floor  in aisle 25, 24,18,17	 Store lookngood overall, working on outs. 960 outs on truck day							5/22/2023	Nwncregionaltc@gmail.com		
5/23/2023 15:41:25	5/23/2023	Hickory	5 2023	Hickory 5 2023	5	5	5	5	5	Front looks great!	5	5	5	5	5	5	First look looks great!	4	4	4	4	4	4	Need to build a grill for the floor	Need to check gloves, to many outs	5	5	5	5	Warehouse looks great	4	4	One bucket of aqua fault in aisle.	Store looks great overall.							5/23/2023	Nwncregionaltc@gmail.com		
5/30/2023 10:17:07	5/30/2023	Morganton	5 2023	Morganton 5 2023	3	4	5	3	4	Mulch and soils need to be restocked	4	5	4	4	4	4	Pallet and stihl in front entrance	4	4	4	5	4	3	End caps signs	Need to work on outs in tool aisles	2	3	4	4	Truck day, but need to clean up	4	4	Some boxes and totes in aisles	Still need to work on cleaning up the front, need to transfer product from hickory on salt and other pallet goods to improve the look of the front.							5/30/2023	Nwncregionaltc@gmail.com		
6/8/2023 14:27:17	6/8/2023	Vinton	6 2023	Vinton 6 2023	5	5	5	3	5	3 on outdoor merchandising due to no pricing, covered up pricing, or old	5	5	5	5	5	4	4 in bathrooms - need to be swept and trash taken out	4	3	3	5	5	4	Housewares, STIHL, & Drill Bits		4	5	5	4		5	5		Store has dropped a little this month. We have a lot of outs in housewares, Stihl, and Power Tool Accessories.  With everything going on we need to make sure our people are focused on the right things and are getting direction not just for projects but also for sales. Keep up the good work!							6/8/2023	nwace.regional@gmail.com		
